怀集音乐,#genre#
金鹰纪实,http://39.135.32.27:6610/000000001000/1000000002000011724/1.m3u8?
哈哈炫动,http://39.135.32.27:6610/000000001000/1000000002000000172/1.m3u8?
优漫卡通,http://39.135.32.27:6610/000000001000/1000000002000010063/1.m3u8?
嘉佳卡通,http://39.135.32.27:6610/000000001000/1000000002000025964/1.m3u8?
金鹰卡通,http://39.135.32.27:6610/000000001000/1000000002000016601/1.m3u8?
明星大片,http://39.135.32.27:6610/000000001000/5595720619887440144/1.m3u8?
海外剧场,http://39.135.32.27:6610/000000001000/7681593242002292003/1.m3u8?
中国功夫,http://39.135.32.27:6610/000000001000/5897056882324761054/1.m3u8?
农业致富,http://39.135.32.27:6610/000000001000/6193684637634073625/1.m3u8?
惊悚悬疑,http://39.135.32.27:6610/000000001000/7151256057701199617/1.m3u8?
武搏世界,http://39.135.32.27:6610/000000001000/bokesen/1.m3u8?
潮妈辣婆,http://39.135.32.27:6610/000000001000/6516734029835465177/1.m3u8?
爱情喜剧,http://39.135.32.27:6610/000000001000/8393829412396288037/1.m3u8?
精品体育,http://39.135.32.27:6610/000000001000/6460382139625130259/1.m3u8?
精品大剧,http://39.135.32.27:6610/000000001000/7882297361445410858/1.m3u8?
精品纪录,http://39.135.32.27:6610/000000001000/6298506997017621594/1.m3u8?
超级体育,http://39.135.32.27:6610/000000001000/1000000001000009204/1.m3u8?
超级体育,http://39.135.32.27:6610/000000001000/1000000001000009601/1.m3u8?
超级电影,http://39.135.32.27:6610/000000001000/1000000001000012884/1.m3u8?
超级电视剧,http://39.135.32.27:6610/000000001000/1000000001000008139/1.m3u8?
超级综艺,http://39.135.32.27:6610/000000001000/1000000001000025771/1.m3u8?
金牌综艺,http://39.135.32.27:6610/000000001000/6399725674632152632/1.m3u8?
炫舞未来,http://39.135.32.27:6610/000000001000/1000000001000000515/1.m3u8?
动作电影,http://39.135.32.27:6610/000000001000/8103864434730665389/1.m3u8?
家庭剧场,http://39.135.32.27:6610/000000001000/6316377948248689070/1.m3u8?
古装剧场,http://39.135.32.27:6610/000000001000/6859053933687922163/1.m3u8?
健康有约,http://39.135.32.27:6610/000000001000/7820874641606664941/1.m3u8?
军事评论,http://39.135.32.27:6610/000000001000/5822616274253344775/1.m3u8?
军旅剧场,http://39.135.32.27:6610/000000001000/7485075951068666323/1.m3u8?

杭州移动,#genre#
凤凰资讯,http://117.148.187.100/PLTV/88888888/224/3221226491/index.m3u8
凤凰中文,http://117.148.187.100/PLTV/88888888/224/3221226368/index.m3u8
中央一台,http://117.148.187.100/PLTV/88888888/224/3221226527/index.m3u8
中央一台,http://117.148.187.100/PLTV/88888888/224/3221226589/index.m3u8
中央二台,http://117.148.187.100/PLTV/88888888/224/3221226468/index.m3u8
中央三台,http://117.148.187.100/PLTV/88888888/224/3221226431/index.m3u8
中央三台,http://117.148.187.100/PLTV/88888888/224/3221226485/index.m3u8
中央四台,http://117.148.187.100/PLTV/88888888/224/3221226171/index.m3u8
中央台五,http://117.148.187.100/PLTV/88888888/224/3221226400/index.m3u8
中央五台,http://112.17.40.6:80/PLTV/88888888/224/3221226400/index.m3u8
中央五台,http://112.17.40.6:80/PLTV/88888888/224/3221226328/index.m3u8
中央五加,http://112.17.40.6:80/PLTV/88888888/224/3221226166/index.m3u8
中央五加,http://117.148.187.100/PLTV/88888888/224/3221226166/index.m3u8
中央六台,http://117.148.187.100/PLTV/88888888/224/3221226433/index.m3u8
中央六台,http://117.148.187.100/PLTV/88888888/224/3221226487/index.m3u8
中央七台,http://117.148.187.100/PLTV/88888888/224/3221226122/index.m3u8
中央八台,http://117.148.187.100/PLTV/88888888/224/3221226330/index.m3u8
中央八台,http://117.148.187.100/PLTV/88888888/224/3221226493/index.m3u8
中央九台,http://117.148.187.100/PLTV/88888888/224/3221226561/index.m3u8
中央十台,http://117.148.187.100/PLTV/88888888/224/3221226472/index.m3u8
中央十一,http://117.148.187.100/PLTV/88888888/224/3221226219/index.m3u8
中央十一,http://117.148.187.100/PLTV/88888888/224/3221226560/index.m3u8
中央十二,http://117.148.187.100/PLTV/88888888/224/3221226563/index.m3u8
中央十三,http://117.148.187.100/PLTV/88888888/224/3221226193/index.m3u8
中央十四,http://117.148.187.100/PLTV/88888888/224/3221226565/index.m3u8
中央十五,http://117.148.187.100/PLTV/88888888/224/3221226112/index.m3u8
中央十五,http://117.148.187.100/PLTV/88888888/224/3221226556/index.m3u8
浙江卫视,http://117.148.187.100/PLTV/88888888/224/3221226474/index.m3u8
江苏卫视,http://117.148.187.100/PLTV/88888888/224/3221226567/index.m3u8
湖南卫视,http://117.148.187.100/PLTV/88888888/224/3221226569/index.m3u8
东方卫视,http://117.148.187.100/PLTV/88888888/224/3221226549/index.m3u8
东方卫视,http://117.148.187.100/PLTV/88888888/224/3221226581/index.m3u8
深圳卫视,http://117.148.187.100/PLTV/88888888/224/3221226543/index.m3u8
广东卫视,http://117.148.187.100/PLTV/88888888/224/3221226408/index.m3u8
广东卫视,http://117.148.187.100/PLTV/88888888/224/3221226585/index.m3u8
北京卫视,http://117.148.187.100/PLTV/88888888/224/3221226545/index.m3u8
北京卫视,http://117.148.187.100/PLTV/88888888/224/3221226583/index.m3u8
天津卫视,http://117.148.187.100/PLTV/88888888/224/3221226488/index.m3u8
东南卫视,http://117.148.187.100/PLTV/88888888/224/3221226134/index.m3u8
云南卫视,http://117.148.187.100/PLTV/88888888/224/3221226241/index.m3u8
兵团卫视,http://117.148.187.100/PLTV/88888888/224/3221226186/index.m3u8
内蒙古卫视,http://117.148.187.100/PLTV/88888888/224/3221226174/index.m3u8
吉林卫视,http://117.148.187.100/PLTV/88888888/224/3221226158/index.m3u8
四川卫视,http://117.148.187.100/PLTV/88888888/224/3221226215/index.m3u8
宁夏卫视,http://117.148.187.100/PLTV/88888888/224/3221226209/index.m3u8
山东卫视,http://117.148.187.100/PLTV/88888888/224/3221226587/index.m3u8
山东教育,http://117.148.187.100/PLTV/88888888/224/3221226652/index.m3u8
山西卫视,http://117.148.187.100/PLTV/88888888/224/3221226114/index.m3u8
广西卫视,http://117.148.187.100/PLTV/88888888/224/3221226211/index.m3u8
新疆卫视,http://117.148.187.100/PLTV/88888888/224/3221226124/index.m3u8
旅游卫视,http://117.148.187.100/PLTV/88888888/224/3221226116/index.m3u8
江西卫视,http://117.148.187.100/PLTV/88888888/224/3221226128/index.m3u8
河南卫视,http://117.148.187.100/PLTV/88888888/224/3221226130/index.m3u8
湖北卫视,http://117.148.187.100/PLTV/88888888/224/3221226494/index.m3u8
甘肃卫视,http://117.148.187.100/PLTV/88888888/224/3221226187/index.m3u8
西藏卫视,http://117.148.187.100/PLTV/88888888/224/3221226160/index.m3u8
贵州卫视,http://117.148.187.100/PLTV/88888888/224/3221226146/index.m3u8
辽宁卫视,http://117.148.187.100/PLTV/88888888/224/3221226148/index.m3u8
重庆卫视,http://117.148.187.100/PLTV/88888888/224/3221226217/index.m3u8
陕西卫视,http://117.148.187.100/PLTV/88888888/224/3221226177/index.m3u8
黑龙江卫视,http://117.148.187.100/PLTV/88888888/224/3221226492/index.m3u8
北京纪实,http://117.148.187.100/PLTV/88888888/224/3221226746/index.m3u8
新闻综合,http://117.148.187.100/PLTV/88888888/224/3221226358/index.m3u8
音乐台,http://117.148.187.100/PLTV/88888888/224/3221226120/index.m3u8
科教,http://117.148.187.100/PLTV/88888888/224/3221226179/index.m3u8
纪录,http://117.148.187.100/PLTV/88888888/224/3221226360/index.m3u8
综合,http://117.148.187.100/PLTV/88888888/224/3221226479/index.m3u8
四海钓鱼,http://117.148.187.100/PLTV/88888888/224/3221226533/index.m3u8
电影,http://117.148.187.100/PLTV/88888888/224/3221226176/index.m3u8
电影2,http://117.148.187.100/PLTV/88888888/224/3221226245/index.m3u8
电视剧,http://117.148.187.100/PLTV/88888888/224/3221226181/index.m3u8
华数,http://117.148.187.100/PLTV/88888888/224/3221226326/index.m3u8
快乐宠物,http://117.148.187.100/PLTV/88888888/224/3221226748/index.m3u8
房产电视,http://117.148.187.100/PLTV/88888888/224/3221226356/index.m3u8
车迷频道,http://117.148.187.100/PLTV/88888888/224/3221226837/index.m3u8
黑莓电影,http://117.148.187.100/PLTV/88888888/224/3221226755/index.m3u8
黑莓动画,http://117.148.187.100/PLTV/88888888/224/3221226654/index.m3u8
黑莓电竞,http://117.148.187.100/PLTV/88888888/224/3221226724/index.m3u8
游戏,http://117.148.187.100/PLTV/88888888/224/3221226481/index.m3u8
游戏风云,http://117.148.187.100/PLTV/88888888/224/3221226726/index.m3u8
金鹰纪实,http://117.148.187.100/PLTV/88888888/224/3221226831/index.m3u8
金鹰卡通,http://117.148.187.100/PLTV/88888888/224/3221226190/index.m3u8
优优宝贝,http://117.148.187.100/PLTV/88888888/224/3221226829/index.m3u8
优漫卡通,http://117.148.187.100/PLTV/88888888/224/3221226172/index.m3u8
哈哈炫动,http://117.148.187.100/PLTV/88888888/224/3221226745/index.m3u8
嘉佳卡通,http://117.148.187.100/PLTV/88888888/224/3221226461/index.m3u8
动漫电影,http://117.148.187.100/PLTV/88888888/224/3221226178/index.m3u8
北京卡酷,http://117.148.187.100/PLTV/88888888/224/3221226184/index.m3u8
好易购,http://117.148.187.100/PLTV/88888888/224/3221226425/index.m3u8
NBTV5,http://117.148.187.100/PLTV/88888888/224/3221226742/index.m3u8
精品体育,http://117.148.187.100/PLTV/88888888/224/3221226819/index.m3u8
精品记录,http://117.148.187.100/PLTV/88888888/224/3221226763/index.m3u8
精品大剧,http://117.148.187.100/PLTV/88888888/224/3221226668/index.m3u8
炫舞未来,http://117.148.187.100/PLTV/88888888/224/3221226817/index.m3u8
金牌综艺,http://117.148.187.100/PLTV/88888888/224/3221226749/index.m3u8
明星大片,http://117.148.187.100/PLTV/88888888/224/3221226751/index.m3u8
惊悚悬疑,http://117.148.187.100/PLTV/88888888/224/3221226656/index.m3u8
海外剧场,http://117.148.187.100/PLTV/88888888/224/3221226662/index.m3u8
潮妈辣婆,http://117.148.187.100/PLTV/88888888/224/3221226666/index.m3u8
爱情喜剧,http://117.148.187.100/PLTV/88888888/224/3221226660/index.m3u8
动作电影,http://117.148.187.100/PLTV/88888888/224/3221226747/index.m3u8
古装剧场,http://117.148.187.100/PLTV/88888888/224/3221226753/index.m3u8
家庭剧场,http://117.148.187.100/PLTV/88888888/224/3221226642/index.m3u8
中国功夫,http://117.148.187.100/PLTV/88888888/224/3221226759/index.m3u8
健康有约,http://117.148.187.100/PLTV/88888888/224/3221226757/index.m3u8
军事评论,http://117.148.187.100/PLTV/88888888/224/3221226658/index.m3u8
军旅剧场,http://117.148.187.100/PLTV/88888888/224/3221226682/index.m3u8
农业致富,http://117.148.187.100/PLTV/88888888/224/3221226664/index.m3u8
武搏世界,http://117.148.187.100/PLTV/88888888/224/3221226737/index.m3u8
浙江公共,http://117.148.187.100/PLTV/88888888/224/3221226324/index.m3u8
浙江地方,http://117.148.187.100/PLTV/88888888/224/3221226118/index.m3u8
浙江少儿,http://117.148.187.100/PLTV/88888888/224/3221226251/index.m3u8
浙江影视,http://117.148.187.100/PLTV/88888888/224/3221226273/index.m3u8
浙江数码,http://117.148.187.100/PLTV/88888888/224/3221226638/index.m3u8
浙江经济,http://117.148.187.100/PLTV/88888888/224/3221226423/index.m3u8
浙江钱江,http://117.148.187.100/PLTV/88888888/224/3221226275/index.m3u8
杭州6,http://117.148.187.100/PLTV/88888888/224/3221226237/index.m3u8
HTV1,http://117.148.187.100/PLTV/88888888/224/3221226170/index.m3u8
HTV2,http://117.148.187.100/PLTV/88888888/224/3221226212/index.m3u8
HTV3,http://117.148.187.100/PLTV/88888888/224/3221226477/index.m3u8
HTV4,http://117.148.187.100/PLTV/88888888/224/3221226362/index.m3u8
HTV5,http://117.148.187.100/PLTV/88888888/224/3221226354/index.m3u8
HTV6,http://117.148.187.100/PLTV/88888888/224/3221226352/index.m3u8
NBTV1,http://117.148.187.100/PLTV/88888888/224/3221226736/index.m3u8
NBTV2,http://117.148.187.100/PLTV/88888888/224/3221226833/index.m3u8
NBTV3,http://117.148.187.100/PLTV/88888888/224/3221226740/index.m3u8
NBTV4,http://117.148.187.100/PLTV/88888888/224/3221226835/index.m3u8
CETV1,http://117.148.187.100/PLTV/88888888/224/3221226132/index.m3u8
CGTN,http://117.148.187.100/PLTV/88888888/224/3221226235/index.m3u8

杭州联通,#genre#
中央一台,http://101.71.255.229:6610/zjhs/2/10126/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央二台,http://101.71.255.229:6610/zjhs/2/10089/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央三台,http://101.71.255.229:6610/zjhs/2/10128/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央四台,http://101.71.255.229:6610/zjhs/2/10090/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央五台,http://101.71.255.229:6610/zjhs/2/10130/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央六台,http://101.71.255.229:6610/zjhs/2/10131/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央七台,http://101.71.255.229:6610/zjhs/2/10091/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央八台,http://101.71.255.229:6610/zjhs/2/10132/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央九台,http://101.71.255.229:6610/zjhs/2/10133/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央十台,http://101.71.255.229:6610/zjhs/2/10084/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央十一,http://101.71.255.229:6610/zjhs/2/10085/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央十二,http://101.71.255.229:6610/zjhs/2/10086/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央十三,http://101.71.255.229:6610/zjhs/2/10077/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央十四,http://101.71.255.229:6610/zjhs/2/10087/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央十五,http://101.71.255.229:6610/zjhs/2/10088/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中央英文,http://101.71.255.229:6610/zjhs/2/10001/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
安徽卫视,http://101.71.255.229:6610/zjhs/2/10141/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
安徽卫视,http://101.71.255.229:6610/zjhs/2/10002/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
北京卫视,http://101.71.255.229:6610/zjhs/2/10136/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
东方卫视,http://101.71.255.229:6610/zjhs/2/10139/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
广东卫视,http://101.71.255.229:6610/zjhs/2/10143/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
贵州卫视,http://101.71.255.229:6610/zjhs/2/10146/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
贵州卫视,http://101.71.255.229:6610/zjhs/2/10015/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
黑龙卫视,http://101.71.255.229:6610/zjhs/2/10151/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖北卫视,http://101.71.255.229:6610/zjhs/2/10154/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖南卫视,http://101.71.255.229:6610/zjhs/2/10140/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江苏卫视,http://101.71.255.229:6610/zjhs/2/10138/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江西卫视,http://101.71.255.229:6610/zjhs/2/10145/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江西卫视,http://101.71.255.229:6610/zjhs/2/10029/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
浙江卫视,http://101.71.255.229:6610/zjhs/2/10059/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
深圳卫视,http://101.71.255.229:6610/zjhs/2/10045/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
重庆卫视,http://101.71.255.229:6610/zjhs/2/10142/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
四川卫视,http://101.71.255.229:6610/zjhs/2/10144/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
四川卫视,http://101.71.255.229:6610/zjhs/2/10046/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
天津卫视,http://101.71.255.229:6610/zjhs/2/10150/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
天津卫视,http://101.71.255.229:6610/zjhs/2/10047/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
山东卫视,http://101.71.255.229:6610/zjhs/2/10147/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
河北卫视,http://101.71.255.229:6610/zjhs/2/10017/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
河南卫视,http://101.71.255.229:6610/zjhs/2/10153/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
广西卫视,http://101.71.255.229:6610/zjhs/2/10014/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
东南卫视,http://101.71.255.229:6610/zjhs/2/10152/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
吉林卫视,http://101.71.255.229:6610/zjhs/2/10149/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
辽宁卫视,http://101.71.255.229:6610/zjhs/2/10148/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
海南卫视,http://101.71.255.229:6610/zjhs/2/10034/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
山西卫视,http://101.71.255.229:6610/zjhs/2/10041/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
陕西卫视,http://101.71.255.229:6610/zjhs/2/10042/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
宁夏卫视,http://101.71.255.229:6610/zjhs/2/10036/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
青海卫视,http://101.71.255.229:6610/zjhs/2/10038/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
内蒙卫视,http://101.71.255.229:6610/zjhs/2/10035/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
西藏卫视,http://101.71.255.229:6610/zjhs/2/10049/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
新疆卫视,http://101.71.255.229:6610/zjhs/2/10050/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
云南卫视,http://101.71.255.229:6610/zjhs/2/10054/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
兵团卫视,http://101.71.255.229:6610/zjhs/2/10006/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
甘肃卫视,http://101.71.255.229:6610/zjhs/2/10011/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
嘉佳卡通,http://101.71.255.229:6610/zjhs/2/10026/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
金鹰卡通,http://101.71.255.229:6610/zjhs/2/10030/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
北京卡酷,http://101.71.255.229:6610/zjhs/2/10031/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
影视一台,http://101.71.255.229:6610/zjhs/2/10037/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
影视二台,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
动漫少儿,http://101.71.255.229:6610/zjhs/2/10043/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
哈哈炫动,http://101.71.255.229:6610/zjhs/2/10051/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
优漫卡通,http://101.71.255.229:6610/zjhs/2/10053/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
浙江少儿,http://101.71.255.229:6610/zjhs/2/10057/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
教育一台,http://101.71.255.229:6610/zjhs/2/10060/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
教育四台,http://101.71.255.229:6610/zjhs/2/10124/index.m3u8?virtualDomain=zjhs.live_hls.zte.com

南宁联通,#genre#
中央一台,http://121.31.30.91:8085/ysten-business/live/cctv-1/yst.m3u8
中央二台,http://121.31.30.91:8085/ysten-business/live/cctv-2/yst.m3u8
中央三台,http://121.31.30.91:8085/ysten-business/live/cctv-3/yst.m3u8
中央四台,http://121.31.30.91:8085/ysten-business/live/cctv-4/yst.m3u8
中央五台,http://121.31.30.91:8085/ysten-business/live/cctv-5/yst.m3u8
中央五加,http://121.31.30.91:8085/ysten-business/live/hdcctv05plus/yst.m3u8
中央六台,http://121.31.30.91:8085/ysten-business/live/cctv-6/yst.m3u8
中央七台,http://121.31.30.91:8085/ysten-business/live/cctv-7/yst.m3u8
中央八台,http://121.31.30.91:8085/ysten-business/live/cctv-8/yst.m3u8
中央九台,http://117.169.124.46:6410/ysten-businessmobile/live/cctv-news/1.m3u8
中央十台,http://121.31.30.91:8085/ysten-business/live/cctv-10/yst.m3u8
中央十一,http://121.31.30.91:8085/ysten-business/live/cctv-11/yst.m3u8
中央十二,http://121.31.30.91:8085/ysten-business/live/cctv-12/yst.m3u8
中央十三,http://121.31.30.91:8085/ysten-business/live/cctv-13/yst.m3u8
中央十四,http://121.31.30.91:8085/ysten-business/live/cctv-14/yst.m3u8
中央十五,http://121.31.30.91:8085/ysten-business/live/cctv-15/yst.m3u8
中央纪录,http://121.31.30.91:8085/ysten-business/live/cctv-9/yst.m3u8
超级体育,http://117.169.124.46:6410/ysten-businessmobile/live/cctv-5/yst.m3u8
凤凰中文,http://117.169.124.6:6610/ysten-businessmobile/live/fhchinese/yst.m3u8
凤凰资讯,http://117.169.124.6:6610/ysten-businessmobile/live/fhzixun/yst.m3u8
江苏卫视,http://121.31.30.91:8085/ysten-business/live/hdjiangsustv/yst.m3u8
江西卫视,http://121.31.30.91:8085/ysten-business/live/jiangxistv/yst.m3u8
湖南卫视,http://121.31.30.91:8085/ysten-business/live/hdhunanstv/yst.m3u8
湖北卫视,http://121.31.30.91:8085/ysten-business/live/hubeistv/yst.m3u8
安徽卫视,http://121.31.30.91:8085/ysten-business/live/anhuistv/yst.m3u8
浙江卫视,http://121.31.30.91:8085/ysten-business/live/hdzhejiangstv/yst.m3u8
深圳卫视,http://121.31.30.91:8085/ysten-business/live/hdshenzhenstv/yst.m3u8
重庆卫视,http://121.31.30.91:8085/ysten-business/live/chongqingstv/yst.m3u8
东方卫视,http://121.31.30.91:8085/ysten-business/live/hddongfangstv/yst.m3u8
东南卫视,http://121.31.30.91:8085/ysten-business/live/dongnanstv/yst.m3u8
北京卫视,http://121.31.30.91:8085/ysten-business/live/hdbeijingstv/yst.m3u8
广东卫视,http://121.31.30.91:8085/ysten-business/live/hdguangdongstv/yst.m3u8
黑龙卫视,http://117.169.124.46:6410/ysten-businessmobile/live/hdheilongjiangstv/yst.m3u8
天津卫视,http://121.31.30.91:8085/ysten-business/live/hdtianjinstv/yst.m3u8
山东卫视,http://121.31.30.91:8085/ysten-business/live/shandongstv/yst.m3u8
辽宁卫视,http://121.31.30.91:8085/ysten-business/live/liaoningstv/yst.m3u8
广西卫视,http://121.31.30.91:8085/ysten-business/live/guangxistv/yst.m3u8
四川卫视,http://121.31.30.91:8085/ysten-business/live/sichuanstv/yst.m3u8
河南卫视,http://121.31.30.91:8085/ysten-business/live/henanstv/yst.m3u8
河北卫视,http://121.31.30.91:8085/ysten-business/live/hebeistv/yst.m3u8
山西卫视,http://121.31.30.91:8085/ysten-business/live/shanxistv/yst.m3u8
陕西卫视,http://121.31.30.91:8085/ysten-business/live/shanxi1stv/yst.m3u8
河南卫视,http://121.31.30.91:8085/ysten-business/live/henanstv/yst.m3u8
青海卫视,http://121.31.30.91:8085/ysten-business/live/qinghaistv/yst.m3u8
贵州卫视,http://121.31.30.91:8085/ysten-business/live/guizhoustv/yst.m3u8
宁夏卫视,http://121.31.30.91:8085/ysten-business/live/ningxiastv/yst.m3u8
甘肃卫视,http://121.31.30.91:8085/ysten-business/live/gansustv/yst.m3u8
内蒙卫视,http://121.31.30.91:8085/ysten-business/live/neimenggustv/yst.m3u8
新疆卫视,http://121.31.30.91:8085/ysten-business/live/xinjiangstv/yst.m3u8
旅游卫视,http://121.31.30.91:8085/ysten-business/live/lvyoustv/yst.m3u8
吉林卫视,http://121.31.30.91:8085/ysten-business/live/jilinstv/yst.m3u8
西藏卫视,http://121.31.30.91:8085/ysten-business/live/xizangstv/yst.m3u8
云南卫视,http://121.31.30.91:8085/ysten-business/live/yunnanstv/yst.m3u8
炫动卡通,http://121.31.30.91:8085/ysten-business/live/xuandongkaton/yst.m3u8
卡酷少儿,http://121.31.30.91:8085/ysten-business/live/kakukaton/yst.m3u8
金鹰卡通,http://121.31.30.91:8085/ysten-business/live/jinyingkaton/yst.m3u8
山东教育,http://121.31.30.91:8085/ysten-business/live/shandongjy/yst.m3u8
优漫卡通,http://121.31.30.91:8085/ysten-business/live/youmankaton/yst.m3u8
教育一套,http://121.31.30.91:8085/ysten-business/live/jiaoyutv/yst.m3u8
军事评论,http://121.31.30.91:8085/ysten-business/live/junshipl/yst.m3u8
金牌综艺,http://121.31.30.91:8085/ysten-business/live/saishijx/yst.m3u8
精品体育,http://121.31.30.91:8085/ysten-business/live/jtiyu/yst.m3u8
精品记录,http://121.31.30.91:8085/ysten-business/live/jingpinjl/yst.m3u8
精品综艺,http://121.31.30.91:8085/ysten-business/live/jzongyi/yst.m3u8
精品电影,http://121.31.30.91:8085/ysten-business/live/jdianying/yst.m3u8
精品大剧,http://121.31.30.91:8085/ysten-business/live/jdaju/yst.m3u8
古装剧场,http://121.31.30.91:8085/ysten-business/live/guzhuangjc/yst.m3u8
家庭剧场,http://121.31.30.91:8085/ysten-business/live/jiatingjc/yst.m3u8
爱情喜剧,http://121.31.30.91:8085/ysten-business/live/aiqingxj/yst.m3u8
军旅剧场,http://121.31.30.91:8085/ysten-business/live/junlvjc/yst.m3u8
动作电影,http://121.31.30.91:8085/ysten-business/live/dongzuody/yst.m3u8
明星大片,http://121.31.30.91:8085/ysten-business/live/mingxingdp/yst.m3u8
海外剧场,http://121.31.30.91:8085/ysten-business/live/xiqumd/yst.m3u8
惊悚悬疑,http://121.31.30.91:8085/ysten-business/live/jingsongxy/yst.m3u8
动画王国,http://121.31.30.91:8085/ysten-business/live/donghuawg/yst.m3u8
农业致富,http://121.31.30.91:8085/ysten-business/live/nongyezf/yst.m3u8
武搏世界,http://121.31.30.91:8085/ysten-business/live/SD-1500k-576P-bokesen/yst.m3u8
健康有约,http://121.31.30.91:8085/ysten-business/live/ljiankangyouyue/yst.m3u8
电竞世界,http://121.31.30.91:8085/ysten-business/live/wmyx/12757286.m3u8
电竞世界,http://121.31.30.91:8085/ysten-business/live/wmyx/12757286.m3u8

呼和浩特,#genre#
中央一台,http://39.134.168.76/PLTV/1/224/3221225508/index.m3u8
中央一台,http://39.134.168.76/PLTV/1/224/3221225510/index.m3u8
中央二台,http://39.134.168.76/PLTV/1/224/3221225550/index.m3u8
中央三台,http://39.134.168.76/PLTV/1/224/3221225552/index.m3u8
中央四台,http://39.134.168.76/PLTV/1/224/3221225554/index.m3u8
中央五台,http://39.134.168.76/PLTV/1/224/3221225556/index.m3u8
中央六台,http://39.134.168.76/PLTV/1/224/3221225558/index.m3u8
中央七台,http://39.134.168.76/PLTV/1/224/3221225560/index.m3u8
中央八台,http://39.134.168.76/PLTV/1/224/3221225562/index.m3u8
中央十台,http://39.134.168.76/PLTV/1/224/3221225564/index.m3u8
中央十一,http://39.134.168.76/PLTV/1/224/3221225566/index.m3u8
中央十二,http://39.134.168.76/PLTV/1/224/3221225568/index.m3u8
中央十三,http://39.134.168.76/PLTV/1/224/3221225572/index.m3u8
中央十四,http://39.134.168.76/PLTV/1/224/3221225570/index.m3u8
中央十五,http://39.134.168.76/PLTV/1/224/3221225574/index.m3u8
